disease,symptoms
Acne,"['skin rash', 'pus filled pimples', 'blackheads']"
Urinarytractinfection,"['burning micturition', 'bladder discomfort', 'foul smell ofurine']"
Psoriasis,"['skin rash', 'joint pain', 'skin peeling']"
Impetigo,"['skin rash', 'high fever', 'blister']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Migraine,"['acidity', 'indigestion', 'headache']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Malaria,"['chills', 'vomiting', 'high fever']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety']"
Osteoarthristis,"['joint pain', 'neck pain', 'knee pain']"
Arthritis,"['muscle weakness', 'stiff neck', 'swelling joints']"
(vertigo)ParoymsalPositionalVertigo,"['vomiting', 'headache', 'nausea']"
Acne,"['skin rash', 'pus filled pimples', 'blackheads']"
Urinarytractinfection,"['burning micturition', 'bladder discomfort', 'foul smell ofurine']"
Psoriasis,"['skin rash', 'joint pain', 'skin peeling']"
Impetigo,"['skin rash', 'high fever', 'blister']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Migraine,"['acidity', 'indigestion', 'headache']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Malaria,"['chills', 'vomiting', 'high fever']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety']"
Osteoarthristis,"['joint pain', 'neck pain', 'knee pain']"
Arthritis,"['muscle weakness', 'stiff neck', 'swelling joints']"
(vertigo)ParoymsalPositionalVertigo,"['vomiting', 'headache', 'nausea']"
Acne,"['skin rash', 'pus filled pimples', 'blackheads']"
Urinarytractinfection,"['burning micturition', 'bladder discomfort', 'foul smell ofurine']"
Psoriasis,"['skin rash', 'joint pain', 'skin peeling']"
Impetigo,"['skin rash', 'high fever', 'blister']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Migraine,"['acidity', 'indigestion', 'headache']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Malaria,"['chills', 'vomiting', 'high fever']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety']"
Osteoarthristis,"['joint pain', 'neck pain', 'knee pain']"
Arthritis,"['muscle weakness', 'stiff neck', 'swelling joints']"
(vertigo)ParoymsalPositionalVertigo,"['vomiting', 'headache', 'nausea']"
Acne,"['skin rash', 'pus filled pimples', 'blackheads']"
Urinarytractinfection,"['burning micturition', 'bladder discomfort', 'foul smell ofurine']"
Psoriasis,"['skin rash', 'joint pain', 'skin peeling']"
Impetigo,"['skin rash', 'high fever', 'blister']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Migraine,"['acidity', 'indigestion', 'headache']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Malaria,"['chills', 'vomiting', 'high fever']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety']"
Osteoarthristis,"['joint pain', 'neck pain', 'knee pain']"
Arthritis,"['muscle weakness', 'stiff neck', 'swelling joints']"
(vertigo)ParoymsalPositionalVertigo,"['vomiting', 'headache', 'nausea']"
Acne,"['skin rash', 'pus filled pimples', 'blackheads']"
Urinarytractinfection,"['burning micturition', 'bladder discomfort', 'foul smell ofurine']"
Psoriasis,"['skin rash', 'joint pain', 'skin peeling']"
Impetigo,"['skin rash', 'high fever', 'blister']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Migraine,"['acidity', 'indigestion', 'headache']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Malaria,"['chills', 'vomiting', 'high fever']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety']"
Osteoarthristis,"['joint pain', 'neck pain', 'knee pain']"
Arthritis,"['muscle weakness', 'stiff neck', 'swelling joints']"
(vertigo)ParoymsalPositionalVertigo,"['vomiting', 'headache', 'nausea']"
Acne,"['skin rash', 'pus filled pimples', 'blackheads']"
Urinarytractinfection,"['burning micturition', 'bladder discomfort', 'foul smell ofurine']"
Psoriasis,"['skin rash', 'joint pain', 'skin peeling']"
Impetigo,"['skin rash', 'high fever', 'blister']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Migraine,"['acidity', 'indigestion', 'headache']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Malaria,"['chills', 'vomiting', 'high fever']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety']"
Osteoarthristis,"['joint pain', 'neck pain', 'knee pain']"
Arthritis,"['muscle weakness', 'stiff neck', 'swelling joints']"
(vertigo)ParoymsalPositionalVertigo,"['vomiting', 'headache', 'nausea']"
Acne,"['skin rash', 'pus filled pimples', 'blackheads']"
Urinarytractinfection,"['burning micturition', 'bladder discomfort', 'foul smell ofurine']"
Psoriasis,"['skin rash', 'joint pain', 'skin peeling']"
Impetigo,"['skin rash', 'high fever', 'blister']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Migraine,"['acidity', 'indigestion', 'headache']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Malaria,"['chills', 'vomiting', 'high fever']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety']"
Osteoarthristis,"['joint pain', 'neck pain', 'knee pain']"
Arthritis,"['muscle weakness', 'stiff neck', 'swelling joints']"
(vertigo)ParoymsalPositionalVertigo,"['vomiting', 'headache', 'nausea']"
Acne,"['skin rash', 'pus filled pimples', 'blackheads']"
Urinarytractinfection,"['burning micturition', 'bladder discomfort', 'foul smell ofurine']"
Psoriasis,"['skin rash', 'joint pain', 'skin peeling']"
Impetigo,"['skin rash', 'high fever', 'blister']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Migraine,"['acidity', 'indigestion', 'headache']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Malaria,"['chills', 'vomiting', 'high fever']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety']"
Osteoarthristis,"['joint pain', 'neck pain', 'knee pain']"
Arthritis,"['muscle weakness', 'stiff neck', 'swelling joints']"
(vertigo)ParoymsalPositionalVertigo,"['vomiting', 'headache', 'nausea']"
Acne,"['skin rash', 'pus filled pimples', 'blackheads']"
Urinarytractinfection,"['burning micturition', 'bladder discomfort', 'foul smell ofurine']"
Psoriasis,"['skin rash', 'joint pain', 'skin peeling']"
Impetigo,"['skin rash', 'high fever', 'blister']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Migraine,"['acidity', 'indigestion', 'headache']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Malaria,"['chills', 'vomiting', 'high fever']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety']"
Osteoarthristis,"['joint pain', 'neck pain', 'knee pain']"
Arthritis,"['muscle weakness', 'stiff neck', 'swelling joints']"
(vertigo)ParoymsalPositionalVertigo,"['vomiting', 'headache', 'nausea']"
Acne,"['skin rash', 'pus filled pimples', 'blackheads']"
Urinarytractinfection,"['burning micturition', 'bladder discomfort', 'foul smell ofurine']"
Psoriasis,"['skin rash', 'joint pain', 'skin peeling']"
Impetigo,"['skin rash', 'high fever', 'blister']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Migraine,"['acidity', 'indigestion', 'headache']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Malaria,"['chills', 'vomiting', 'high fever']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety']"
Osteoarthristis,"['joint pain', 'neck pain', 'knee pain']"
Arthritis,"['muscle weakness', 'stiff neck', 'swelling joints']"
(vertigo)ParoymsalPositionalVertigo,"['vomiting', 'headache', 'nausea']"
Acne,"['skin rash', 'pus filled pimples', 'blackheads']"
Urinarytractinfection,"['burning micturition', 'bladder discomfort', 'foul smell ofurine']"
Psoriasis,"['skin rash', 'joint pain', 'skin peeling']"
Impetigo,"['skin rash', 'high fever', 'blister']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Migraine,"['acidity', 'indigestion', 'headache']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Malaria,"['chills', 'vomiting', 'high fever']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
